Y: income,D: partitipated in training,Z: assigned to training,X1: hsorged,X2: black,X3: hispanic,X4: married,X5: wkless13,X6: class_tr,X7: ojt_jsa,X8: age2225,X9: age2629,X10: age3035,X11: age3644,X12: age4554,X13: f2sms,X14: male dummy
36201,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
6747,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
13726,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
2806,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
48553,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
38743,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24468,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1
46159,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13419,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2108,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
24799,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
11010,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
56087,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
23453,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1
13812,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
14291,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
45958,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
39570,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
18598,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
9219,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
8513,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
4614,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
83490,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
41690,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
6930,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
10953,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
40629,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
7872,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
10350,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
24333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
10652,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
61813,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
3732,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1
60,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
34531,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
15218,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
7501,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
18101,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
24138,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1779,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
8315,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
18615,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
25669,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
29961,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1971,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
47142,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
15438,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
63075,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
60033,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
28847,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1
15850,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
7512,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
11383,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15487,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
36010,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1
56520,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
20358,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1
63719,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
5918,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
4069,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
555,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
31273,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
26440,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
4572,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
43006,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
34587,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
10191,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
11948,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4389,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
3723,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
14466,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
49363,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
62132,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
25791,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
225,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
10942,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
45465,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
798,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
651,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1
352,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
5337,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
12747,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
48024,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
15649,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
636,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
29302,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1
19773,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
489,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
9351,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1
2691,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
17537,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
12305,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
10375,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1
13965,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
13024,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40418,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
11591,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
5337,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
17263,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
61398,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4943,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
46737,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
58942,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
5337,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
16363,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1
6822,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
52129,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7260,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
10242,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1
10423,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
63416,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
25173,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
10416,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7612,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1
18161,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
33687,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
59739,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
34585,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
62799,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
38833,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
594,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
883,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
1191,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
25305,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
8873,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1
3303,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2053,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
606,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
13506,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
13821,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1
65805,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
40756,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
29417,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
44804,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1
7767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
26463,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1
23838,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
15794,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
41997,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
30168,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
31242,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
134091,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
13443,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
27450,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1758,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3876,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
41170,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
20512,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
864,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
21267,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
18758,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
7579,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
10099,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
35529,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
25077,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
62030,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
813,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
50766,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
565,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
21623,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
15181,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
68468,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1
21612,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
9472,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
12197,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
2349,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
12897,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
38670,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
15285,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
20323,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1
204,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
12812,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1
0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1
4684,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
86242,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
54336,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1
21152,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
35770,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
4921,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
6414,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
4622,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
31565,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
50781,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
174,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1
33618,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1
8392,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
152,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
9381,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
3648,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
38567,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1
42231,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
5955,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1
42,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
1626,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
54377,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
21675,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
41147,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
24425,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1
3711,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
294,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5200,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
16890,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
45734,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1
40745,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2529,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
13998,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
48288,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
2454,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
36739,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1366,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
24621,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3027,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
21804,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
4800,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
5074,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
17453,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
10005,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4491,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2647,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
55365,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
18806,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
2517,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
25996,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
10445,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
20857,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1
8551,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
14220,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
21123,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
20,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
11741,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
20028,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
68358,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
25339,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
21411,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
13965,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
31489,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
10370,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
